p_Sub,p_Par,p_Both,choice
0,0,0,1
0.493150684931507,0,0,0
0,0,0,1
0.106194690265487,0.115044247787611,0,1
0.636986301369863,0,0,0
0.125,0.34375,0,0
0.119047619047619,0.317460317460317,0.0317460317460317,0
0.541095890410959,0,0,1
0.157894736842105,0,0,1
0.684931506849315,0.808219178082192,0.575342465753425,1
0.236363636363636,0,0,0
0,0.0727272727272727,0,0
0.198630136986301,0.342465753424658,0.198630136986301,0
0.144329896907216,0.0618556701030928,0.0618556701030928,1
0.34,0,0,0
0.565217391304348,0.173913043478261,0.173913043478261,1
0,0,0,1
0.445205479452055,0.356164383561644,0.287671232876712,1
0.0479452054794521,0.904109589041096,0.0479452054794521,1
0,0.623287671232877,0,1
0.136986301369863,0.383561643835616,0.136986301369863,1
0.363013698630137,0.10958904109589,0.0684931506849315,1
0.260869565217391,0.072463768115942,0,0
0.164383561643836,0,0,0
0.25,0.292857142857143,0.107142857142857,0
0,0.287671232876712,0,1
0.221052631578947,0,0,1
0.184931506849315,0,0,0
0.363013698630137,0.328767123287671,0.13013698630137,1
0.0833333333333333,0.177083333333333,0.0833333333333333,0
0.417808219178082,0.287671232876712,0.116438356164384,1
0.120967741935484,0.532258064516129,0.120967741935484,1
0.461538461538462,0,0,0
0.13013698630137,0.23972602739726,0,1
0,0,0,1
0.560975609756098,0.414634146341463,0.414634146341463,1
1,0,0,0
0.638888888888889,0,0,1
0.344827586206897,0,0,0
0.157894736842105,0,0,1
0.473684210526316,0,0,0
0.840909090909091,0.0681818181818182,0.0681818181818182,1
1,0,0,1
0.645569620253165,1,0.645569620253165,1
0.972602739726027,0.294520547945205,0.267123287671233,0
0.164383561643836,0.568493150684932,0.136986301369863,1
0.933884297520661,0,0,0
0.602739726027397,0.089041095890411,0,0
0.0342465753424658,0.63013698630137,0,1
0.256756756756757,0.121621621621622,0,1
0.264705882352941,0,0,1
0,0.607142857142857,0,1
0.418181818181818,1,0.418181818181818,1
0.533333333333333,1,0.533333333333333,0
0.184931506849315,0.650684931506849,0.13013698630137,1
0,0,0,0
0.584905660377358,0.509433962264151,0.226415094339623,1
0,0.39041095890411,0,1
0.982456140350877,0,0,0
0.405405405405405,0.405405405405405,0.337837837837838,1
0.861538461538462,0.276923076923077,0.138461538461538,1
0.321917808219178,0.650684931506849,0.0342465753424658,1
0.443661971830986,0.436619718309859,0.197183098591549,0
0,0,0,0
0.436170212765957,0.0319148936170213,0.0319148936170213,1
0.136986301369863,0.164383561643836,0.0684931506849315,0
0,0.282608695652174,0,0
0.468965517241379,0.510344827586207,0.255172413793103,1
0.383561643835616,0,0,0
0.8,0.15,0.15,1
0.493150684931507,0.0205479452054795,0,1
0.413793103448276,0.379310344827586,0.344827586206897,0
0.328767123287671,0.143835616438356,0.0342465753424658,0
0.267605633802817,0,0,0
0.3625,0.6375,0.3625,1
0.638888888888889,0.611111111111111,0.25,0
0.465753424657534,0.0547945205479452,0.0479452054794521,1
0.746575342465753,0,0,1
0.213740458015267,0,0,1
0.189189189189189,0,0,1
0.452054794520548,0.821917808219178,0.404109589041096,0
0.287671232876712,0,0,0
0,0,0,1
0.76027397260274,0.73972602739726,0.554794520547945,1
0.301369863013699,0,0,0
0.632183908045977,0.344827586206897,0.344827586206897,0
0.476190476190476,0,0,1
